id_station,name,location,id_mrtline,mrtline,station_co,dcode,dname,latitude,longitude
PP09,สถานีแยกนนทบุรี 1,เหนือถนนรัตนาธิเบศร์ บริเวณกลางทางแยกรัตนาธิเบศร์-เลี่ยงเมืองนนทบุรี,2,เส้นทางรถไฟฟ้ามหานคร สายสีม่วง,,,,13.86593454,100.4941053
PP10,สถานีบางกระสอ,เหนือถนนรัตนาธิเบศร์ บริเวณหน้าโรงเเรมแกรนด์ ริชมอนด์ และห้างสรรพสินค้าบิ๊กซี สาขารัตนาธิเบศร์,2,เส้นทางรถไฟฟ้ามหานคร สายสีม่วง,,,,13.86165786,100.5046064
PP11,สถานีศูนย์ราชการนนทบุรี,เหนือถนนรัตนาธิเบศร์ หน้าศูนย์ราชการจังหวัดนนทบุรี,2,เส้นทางรถไฟฟ้ามหานคร สายสีม่วง,,,,13.86018661,100.5130529
PP12,สถานีกระทรวงสาธารณสุข,เหนือถนนติวานนท์บริเวณบริเวณทางแยกศรีธัญญา,2,เส้นทางรถไฟฟ้ามหานคร สายสีม่วง,,,,13.8485518,100.5147168
PP13,สถานีแยกติวานนท์,เหนือถนนกรุงเทพฯ-นนทบุรี ใกล้ทางแยกติวานนท์,2,เส้นทางรถไฟฟ้ามหานคร สายสีม่วง,,,,13.83953803,100.514973
PP14,สถานีวงศ์สว่าง,บนถนนกรุงเทพฯ-นนทบุรี ใกล้ สี่เเยกวงศ์สว่าง,2,เส้นทางรถไฟฟ้ามหานคร สายสีม่วง,,1029,บางซื่อ,13.82986686,100.5264918
PP15,สถานีบางซ่อน,ถนนกรุงเทพ-นนทบุรี ระหว่างซอยกรุงเทพ-นนทบุรี 23 และซอยกรุงเทพ-นนทบุรี 25,2,เส้นทางรถไฟฟ้ามหานคร สายสีม่วง,,1029,บางซื่อ,13.82010348,100.5324499
PP16,สถานีเตาปูน,แยกเตาปูน (จุดบรรจบระหว่างถนนประชาราษฎร์ สาย 2 กับถนนกรุงเทพ-นนทบุรี),2,เส้นทางรถไฟฟ้ามหานคร สายสีม่วง,,1029,บางซื่อ,13.80614838,100.5307586
YL01,สถานีลาดพร้าว,ถนนลาดพร้าว บริเวณทิศตะวันตกของสี่แยกรัชดา-ลาดพร้าว,3,เส้นทางรถไฟฟ้ามหานคร สายสีเหลือง,สถานีเชื่อมต่อเส้นทางรถไฟฟ้ามหานคร สายสีน้ำเงิน สถานี BL15,1030,จตุจักร,13.80697302,100.5747539
YL02,สถานีภาวนา,ตั้งอยู่บนถนนลาดพร้าว ระหว่างปากซอยลาดพร้าว 41 (ภาวนา) กับปากซอยลาดพร้าว 41/1,3,เส้นทางรถไฟฟ้ามหานคร สายสีเหลือง,,1017,ห้วยขวาง,13.80013312,100.5841789
YL03,สถานีโชคชัย 4,ถนนลาดพร้าว บริเวณทางแยกโชคชัย 4 (จุดตัดกับถนนโชคชัย 4,3,เส้นทางรถไฟฟ้ามหานคร สายสีเหลือง,,1045,วังทองหลาง,13.79423668,100.5944237
YL04,สถานีลาดพร้าว 71,ถนนลาดพร้าว บริเวณจุดตัดกับถนนประดิษฐ์มนูธรรม,3,เส้นทางรถไฟฟ้ามหานคร สายสีเหลือง,,1045,วังทองหลาง,13.78703755,100.6075445
YL05,สถานีลาดพร้าว 83,ถนนลาดพร้าว บริเวณหน้าปากซอยลาดพร้าว 85 (อุทิศ 2) และปากซอยลาดพร้าว 100,3,เส้นทางรถไฟฟ้ามหานคร สายสีเหลือง,,1045,วังทองหลาง,13.78367139,100.6136253
YL06,สถานีมหาดไทย,ถนนลาดพร้าว บริเวณหน้าปากซอยลาดพร้าว 95 (ปรางค์ทิพย์),3,เส้นทางรถไฟฟ้ามหานคร สายสีเหลือง,,1045,วังทองหลาง,13.77843808,100.6232072
YL07,สถานีลาดพร้าว 101,,3,เส้นทางรถไฟฟ้ามหานคร สายสีเหลือง,,1006,บางกะปิ,13.77469684,100.6299138
YL08,สถานีบางกะปิ,ถนนลาดพร้าว บริเวณหน้าปากซอยลาดพร้าว 115,3,เส้นทางรถไฟฟ้ามหานคร สายสีเหลือง,,1006,บางกะปิ,13.76903632,100.6397694
YL09,สถานีแยกลำสาลี,ถนนศรีนครินทร์ บริเวณทิศใต้ของทางแยกลำสาลี,3,เส้นทางรถไฟฟ้ามหานคร สายสีเหลือง,สถานีเชื่อมตอเสนทางเดิน เรือโดยสารคลองแสนแสบ ท่าเดอะมอลล์ บางกะปิ,1006,บางกะปิ,13.76181247,100.6454616
YL10,สถานีศรีกรีฑา,ถนนศรีนครินทร์ บริเวณทิศใต้ของทางแยกต่างระดับกรุงเทพกรีฑา,3,เส้นทางรถไฟฟ้ามหานคร สายสีเหลือง,,1006,บางกะปิ,13.75040076,100.6448085
YL11,สถานีหัวหมาก,,3,เส้นทางรถไฟฟ้ามหานคร สายสีเหลือง,สถานีเชื่อมต่อเส้นทางรถไฟฟ้าแอร์พอร์ต เรล ลิงก์ (Airport Rail Link) สถานีหัวหมาก,1034,สวนหลวง,13.73614434,100.6410568
YL12,สถานีกลันตัน,ถนนศรีนครินทร์ บริเวณเชิงสะพานข้ามคลองโคกวัด,3,เส้นทางรถไฟฟ้ามหานคร สายสีเหลือง,,1034,สวนหลวง,13.72527482,100.6417763
YL13,สถานีศรีนุช,ถนนศรีนครินทร์ ด้านใต้ของทางแยกสวนหลวงหรือทางแยกศรีนุช,3,เส้นทางรถไฟฟ้ามหานคร สายสีเหลือง,,1034,สวนหลวง,13.71111235,100.6442758
YL14,สถานีศรีนครินทร์ 38,ถนนศรีนครินทร์ บริเวณปากซอยศรีนครินทร์ 38 (หมู่บ้านมิตรภาพ),3,เส้นทางรถไฟฟ้ามหานคร สายสีเหลือง,,1032,ประเวศ,13.70113658,100.6465176
YL15,สถานีสวนหลวง ร.9,ถนนศรีนครินทร์ บริเวณปากซอยศรีนครินทร์ 53 (หวังงาม),3,เส้นทางรถไฟฟ้ามหานคร สายสีเหลือง,,1032,ประเวศ,13.69086507,100.6470192
YL16,สถานีศรีอุดม,ถนนศรีนครินทร์ บริเวณทางทิศตะวันออกเฉียงใต้ของทางแยกศรีอุดมหรือทางแยกหนองบอน,3,เส้นทางรถไฟฟ้ามหานคร สายสีเหลือง,,1032,ประเวศ,13.67664325,100.6462085
YL17,สถานีศรีเอี่ยม,ถนนศรีนครินทร์ บริเวณข้างสะพานทางแยกต่างระดับศรีเอี่ยม,3,เส้นทางรถไฟฟ้ามหานคร สายสีเหลือง,,1046,คลองสามวา,13.66761207,100.6450458
YL18,สถานีศรีลาซาล,ถนนศรีนครินทร์ บริเวณทางใต้ของทางแยกศรีนครินทร์–ลาซาลหรือทางแยกศิครินทร์,3,เส้นทางรถไฟฟ้ามหานคร สายสีเหลือง,,1046,คลองสามวา,13.65496793,100.6421205
YL19,สถานีศรีแบริ่ง,ถนนศรีนครินทร์ บริเวณปากซอยศรีด่าน 13 ใกล้กับทางแยกศรีแบริ่ง,3,เส้นทางรถไฟฟ้ามหานคร สายสีเหลือง,,,,13.64355462,100.6362095
YL20,สถานีศรีด่าน,ตำบลสำโรงเหนือ อำเภอเมืองสมุทรปราการ จังหวัดสมุทรปราการ,3,เส้นทางรถไฟฟ้ามหานคร สายสีเหลือง,,,,13.63320965,100.6300014
YL21,สถานีศรีเทพา,หมู่ที่ 3 บ้านทิพวัล ตำบลเทพารักษ์ อำเภอเมืองสมุทรปราการ จังหวัดสมุทรปราการ,3,เส้นทางรถไฟฟ้ามหานคร สายสีเหลือง,,,,13.62994906,100.6227147
YL22,สถานีทิพวัล,หมู่ที่ 3 บ้านทิพวัล ตำบลเทพารักษ์ อำเภอเมืองสมุทรปราการ จังหวัดสมุทรปราการ,3,เส้นทางรถไฟฟ้ามหานคร สายสีเหลือง,,,,13.63677534,100.6099328
YL23,สถานีสำโรง,พื้นที่ตำบลเทพารักษ์ อำเภอเมืองสมุทรปราการ จังหวัดสมุทรปราการ,3,เส้นทางรถไฟฟ้ามหานคร สายสีเหลือง,สถานีเชื่อมต่อเส้นทางเส้นทางรถไฟฟ้าบีทีเอส สายสุขุมวิท (สีเขียวอ่อน)สถานี E15,,,13.64500554,100.5966143
N8,สถานีหมอชิต,บริเวณหน้าสวนจตุจักร เป็นจุดเชื่อมต่อการเดินทางที่สำคัญของกรุงเทพฯ,2,เส้นทางรถไฟฟ้าบีทีเอส สายสุขุมวิท (สีเขียวอ่อน),1030,เขตจตุจักร,สถานีเชื่อมต่อเส้นทางรถไฟฟ้ามหานคร สายสีน้ำเงิน สถานี BL13,13.80262297,100.5538124
N7,สถานีสะพานควาย,โรงพยาบาลเปาโล-ที่ทำการไปรษณีย์สามเสน,2,เส้นทางรถไฟฟ้าบีทีเอส สายสุขุมวิท (สีเขียวอ่อน),1014,เขตพญาไท,,13.79386254,100.5497496
N5,สถานีอารีย์,บริเวณสามแยกซอยพหลโยธิน 7 (อารีย์),2,เส้นทางรถไฟฟ้าบีทีเอส สายสุขุมวิท (สีเขียวอ่อน),1014,เขตพญาไท,,13.77954984,100.5445779
N4,สถานีสนามเป้า,บริเวณด้านหน้ากองพลทหารม้าที่ 2 รักษาพระองค์ ด้านทิศใต้ของซอยพหลโยธิน 3,2,เส้นทางรถไฟฟ้าบีทีเอส สายสุขุมวิท (สีเขียวอ่อน),1014,เขตพญาไท,,13.77255111,100.542072
N3,สถานีอนุสาวรีย์ชัยสมรภูมิ,บริเวณทิศใต้ของอนุสาวรีย์ชัยสมรภูมิ,2,เส้นทางรถไฟฟ้าบีทีเอส สายสุขุมวิท (สีเขียวอ่อน),1037,เขตราชเทวี,,13.76270271,100.5370322
N2,สถานีพญาไท,ด้านทิศใต้ของทางแยกพญาไท (จุดบรรจบถนนพญาไทและถนนศรีอยุธยา),2,เส้นทางรถไฟฟ้าบีทีเอส สายสุขุมวิท (สีเขียวอ่อน),1037,เขตราชเทวี,สถานีเชื่อมต่อเส้นทางรถไฟฟ้าแอร์พอร์ต เรล ลิงก์ (Airport Rail Link),13.75695565,100.5338228
N1,สถานีราชเทวี,ถนนพญาไท ด้านทิศใต้ของทางแยกราชเทวี จุดบรรจบถนนพญาไทและถนนเพชรบุรี ใกล้สะพานหัวช้าง,2,เส้นทางรถไฟฟ้าบีทีเอส สายสุขุมวิท (สีเขียวอ่อน),1037,เขตราชเทวี,สถานีเชื่อมต่อเส้นทางเรือโดยสารคลองแสนแสบ  ท่าสะพานหัวช้าง,13.75181733,100.5315607
W1,สถานีสนามกีฬาแห่งชาติ,หน้าสนามกีฬาแห่งชาติ,1,เส้นทางรถไฟฟ้าบีทีเอส สายสีลม (สีเขียวเข้ม),1007,เขตปทุมวัน,,13.74650803,100.5291682
CEN,สถานีสยาม,บนถนนพระรามที่ 1 ระหว่างทางแยกปทุมวัน (จุดบรรจบถนนพระรามที่ 1 และถนนพญาไท) กับทางแยกเฉลิมเผ่า,1,เส้นทางรถไฟฟ้าบีทีเอส สายสีลม (สีเขียวเข้ม),1007,เขตปทุมวัน,สถานีร่วมระหว่างเส้นทางรถไฟฟ้าบีทีเอส สายสีลม (สีเขียวเข้ม)กับเส้นทางรถไฟฟ้าบีทีเอส สายสุขุมวิท,13.74565407,100.5342208
S1,สถานีราชดำริ,ระหว่างทางแยกราชดำริซึ่งเป็นจุดบรรจบกับถนนสารสิน,1,เส้นทางรถไฟฟ้าบีทีเอส สายสีลม (สีเขียวเข้ม),1007,เขตปทุมวัน,,13.73945669,100.5394511
S2,สถานีศาลาแดง,ยกระดับเหนือถนนสีลม ใจกลางย่านธุรกิจถนนสีลม ใกล้กับทางแยกศาลาแดง,1,เส้นทางรถไฟฟ้าบีทีเอส สายสีลม (สีเขียวเข้ม),1004,เขตบางรัก,สถานีเชื่อมต่อเส้นทางรถไฟฟ้ามหานคร สายสีน้ำเงิน สถานี BL26,13.72851545,100.5342387
